-0.05	100.000
-0.04996	100.000
-0.04992	100.000
-0.04988	0.98
-0.04984	0.98
-0.0498	0.96
-0.04976	0.96
-0.04972	0.98
-0.04968	0.96
-0.04964	0.94
-0.0496	0.96
-0.04956	0.96
-0.04952	0.94
-0.04948	0.94
-0.04944	0.94
-0.0494	0.92
-0.04936	0.92
-0.04932	0.92
-0.04928	0.92
-0.04924	0.9
-0.0492	0.9
-0.04916	0.9
-0.04912	0.9
-0.04908	0.9
-0.04904	0.86
-0.049	0.86
-0.04896	0.88
-0.04892	0.86
-0.04888	0.86
-0.04884	0.86
-0.0488	0.86
-0.04876	0.86
-0.04872	0.84
-0.04868	0.82
-0.04864	0.82
-0.0486	0.82
-0.04856	0.82
-0.04852	0.82
-0.04848	0.8
-0.04844	0.8
-0.0484	0.78
-0.04836	0.78
-0.04832	0.78
-0.04828	0.76
-0.04824	0.76
-0.0482	0.76
-0.04816	0.76
-0.04812	0.74
-0.04808	0.72
-0.04804	0.74
-0.048	0.72
-0.04796	0.72
-0.04792	0.7
-0.04788	0.7
-0.04784	0.7
-0.0478	0.68
-0.04776	0.68
-0.04772	0.68
-0.04768	0.68
-0.04764	0.66
-0.0476	0.64
-0.04756	0.64
-0.04752	0.64
-0.04748	0.62
-0.04744	0.62
-0.0474	0.6
-0.04736	0.62
-0.04732	0.58
-0.04728	0.6
-0.04724	0.58
-0.0472	0.58
-0.04716	0.56
-0.04712	0.54
-0.04708	0.54
-0.04704	0.56
-0.047	0.52
-0.04696	0.52
-0.04692	0.52
-0.04688	0.5
-0.04684	0.5
-0.0468	0.48
-0.04676	0.5
-0.04672	0.48
-0.04668	0.46
-0.04664	0.46
-0.0466	0.46
-0.04656	0.42
-0.04652	0.42
-0.04648	0.42
-0.04644	0.4
-0.0464	0.38
-0.04636	0.4
-0.04632	0.38
-0.04628	0.38
-0.04624	0.36
-0.0462	0.36
-0.04616	0.36
-0.04612	0.34
-0.04608	0.34
-0.04604	0.32
-0.046	0.32
-0.04596	0.3
-0.04592	0.28
-0.04588	0.28
-0.04584	0.28
-0.0458	0.28
-0.04576	0.26
-0.04572	0.26
-0.04568	0.24
-0.04564	0.22
-0.0456	0.22
-0.04556	0.22
-0.04552	0.2
-0.04548	0.18
-0.04544	0.18
-0.0454	0.18
-0.04536	0.18
-0.04532	0.16
-0.04528	0.16
-0.04524	0.14
-0.0452	0.12
-0.04516	0.12
-0.04512	0.1
-0.04508	0.1
-0.04504	0.08
-0.045	0.08
-0.04496	0.06
-0.04492	0.06
-0.04488	0.06
-0.04484	0.04
-0.0448	0.04
-0.04476	0
-0.04472	0.02
-0.04468	0
-0.04464	-0.02
-0.0446	-0.02
-0.04456	-0.02
-0.04452	-0.04
-0.04448	-0.04
-0.04444	-0.04
-0.0444	-0.06
-0.04436	-0.06
-0.04432	-0.08
-0.04428	-0.1
-0.04424	-0.1
-0.0442	-0.1
-0.04416	-0.12
-0.04412	-0.14
-0.04408	-0.14
-0.04404	-0.16
-0.044	-0.16
-0.04396	-0.16
-0.04392	-0.16
-0.04388	-0.18
-0.04384	-0.2
-0.0438	-0.22
-0.04376	-0.22
-0.04372	-0.22
-0.04368	-0.24
-0.04364	-0.24
-0.0436	-0.24
-0.04356	-0.26
-0.04352	-0.28
-0.04348	-0.28
-0.04344	-0.28
-0.0434	-0.3
-0.04336	-0.3
-0.04332	-0.32
-0.04328	-0.34
-0.04324	-0.34
-0.0432	-0.36
-0.04316	-0.34
-0.04312	-0.34
-0.04308	-0.36
-0.04304	-0.36
-0.043	-0.38
-0.04296	-0.38
-0.04292	-0.42
-0.04288	-0.42
-0.04284	-0.42
-0.0428	-0.44
-0.04276	-0.44
-0.04272	-0.46
-0.04268	-0.46
-0.04264	-0.46
-0.0426	-0.46
-0.04256	-0.5
-0.04252	-0.5
-0.04248	-0.5
-0.04244	-0.5
-0.0424	-0.52
-0.04236	-0.52
-0.04232	-0.52
-0.04228	-0.54
-0.04224	-0.54
-0.0422	-0.54
-0.04216	-0.56
-0.04212	-0.58
-0.04208	-0.58
-0.04204	-0.6
-0.042	-0.6
-0.04196	-0.6
-0.04192	-0.62
-0.04188	-0.62
-0.04184	-0.62
-0.0418	-0.64
-0.04176	-0.64
-0.04172	-0.66
-0.04168	-0.66
-0.04164	-0.68
-0.0416	-0.68
-0.04156	-0.68
-0.04152	-0.7
-0.04148	-0.7
-0.04144	-0.7
-0.0414	-0.7
-0.04136	-0.72
-0.04132	-0.72
-0.04128	-0.74
-0.04124	-0.74
-0.0412	-0.76
-0.04116	-0.76
-0.04112	-0.74
-0.04108	-0.76
-0.04104	-0.76
-0.041	-0.78
-0.04096	-0.8
-0.04092	-0.8
-0.04088	-0.8
-0.04084	-0.8
-0.0408	-0.8
-0.04076	-0.82
-0.04072	-0.82
-0.04068	-0.84
-0.04064	-0.84
-0.0406	-0.84
-0.04056	-0.84
-0.04052	-0.84
-0.04048	-0.86
-0.04044	-0.86
-0.0404	-0.88
-0.04036	-0.86
-0.04032	-0.88
-0.04028	-0.88
-0.04024	-0.88
-0.0402	-0.9
-0.04016	-0.9
-0.04012	-0.9
-0.04008	-0.92
-0.04004	-0.92
-0.04	-0.92
-0.03996	-0.92
-0.03992	-0.94
-0.03988	-0.94
-0.03984	-0.94
-0.0398	-0.94
-0.03976	-0.94
-0.03972	-0.96
-0.03968	-0.96
-0.03964	-0.96
-0.0396	-0.96
-0.03956	-0.98
-0.03952	-0.98
-0.03948	-0.98
-0.03944	-0.98
-0.0394	-0.98
-0.03936	-100.000
-0.03932	-100.000
-0.03928	-100.000
-0.03924	-100.000
-0.0392	-100.000
-0.03916	-100.000
-0.03912	-102.000
-0.03908	-102.000
-0.03904	-102.000
-0.039	-102.000
-0.03896	-102.000
-0.03892	-104.000
-0.03888	-102.000
-0.03884	-102.000
-0.0388	-104.000
-0.03876	-104.000
-0.03872	-102.000
-0.03868	-104.000
-0.03864	-106.000
-0.0386	-106.000
-0.03856	-104.000
-0.03852	-104.000
-0.03848	-106.000
-0.03844	-106.000
-0.0384	-106.000
-0.03836	-106.000
-0.03832	-106.000
-0.03828	-106.000
-0.03824	-106.000
-0.0382	-106.000
-0.03816	-106.000
-0.03812	-106.000
-0.03808	-106.000
-0.03804	-106.000
-0.038	-108.000
-0.03796	-106.000
-0.03792	-106.000
-0.03788	-106.000
-0.03784	-108.000
-0.0378	-106.000
-0.03776	-108.000
-0.03772	-108.000
-0.03768	-106.000
-0.03764	-106.000
-0.0376	-106.000
-0.03756	-108.000
-0.03752	-108.000
-0.03748	-106.000
-0.03744	-106.000
-0.0374	-108.000
-0.03736	-108.000
-0.03732	-106.000
-0.03728	-108.000
-0.03724	-106.000
-0.0372	-108.000
-0.03716	-108.000
-0.03712	-106.000
-0.03708	-106.000
-0.03704	-106.000
-0.037	-106.000
-0.03696	-108.000
-0.03692	-108.000
-0.03688	-106.000
-0.03684	-106.000
-0.0368	-106.000
-0.03676	-104.000
-0.03672	-106.000
-0.03668	-106.000
-0.03664	-104.000
-0.0366	-104.000
-0.03656	-104.000
-0.03652	-104.000
-0.03648	-104.000
-0.03644	-104.000
-0.0364	-104.000
-0.03636	-104.000
-0.03632	-104.000
-0.03628	-104.000
-0.03624	-102.000
-0.0362	-104.000
-0.03616	-104.000
-0.03612	-104.000
-0.03608	-102.000
-0.03604	-102.000
-0.036	-102.000
-0.03596	-100.000
-0.03592	-100.000
-0.03588	-100.000
-0.03584	-100.000
-0.0358	-100.000
-0.03576	-100.000
-0.03572	-0.98
-0.03568	-0.98
-0.03564	-0.98
-0.0356	-0.98
-0.03556	-0.96
-0.03552	-0.98
-0.03548	-0.96
-0.03544	-0.98
-0.0354	-0.96
-0.03536	-0.94
-0.03532	-0.94
-0.03528	-0.94
-0.03524	-0.94
-0.0352	-0.94
-0.03516	-0.94
-0.03512	-0.94
-0.03508	-0.92
-0.03504	-0.92
-0.035	-0.92
-0.03496	-0.9
-0.03492	-0.9
-0.03488	-0.9
-0.03484	-0.88
-0.0348	-0.88
-0.03476	-0.88
-0.03472	-0.86
-0.03468	-0.86
-0.03464	-0.86
-0.0346	-0.86
-0.03456	-0.86
-0.03452	-0.84
-0.03448	-0.84
-0.03444	-0.84
-0.0344	-0.84
-0.03436	-0.84
-0.03432	-0.82
-0.03428	-0.82
-0.03424	-0.8
-0.0342	-0.8
-0.03416	-0.8
-0.03412	-0.8
-0.03408	-0.8
-0.03404	-0.78
-0.034	-0.76
-0.03396	-0.76
-0.03392	-0.76
-0.03388	-0.74
-0.03384	-0.74
-0.0338	-0.72
-0.03376	-0.72
-0.03372	-0.72
-0.03368	-0.7
-0.03364	-0.7
-0.0336	-0.7
-0.03356	-0.68
-0.03352	-0.68
-0.03348	-0.68
-0.03344	-0.66
-0.0334	-0.66
-0.03336	-0.64
-0.03332	-0.64
-0.03328	-0.62
-0.03324	-0.62
-0.0332	-0.62
-0.03316	-0.62
-0.03312	-0.6
-0.03308	-0.6
-0.03304	-0.6
-0.033	-0.58
-0.03296	-0.58
-0.03292	-0.58
-0.03288	-0.56
-0.03284	-0.54
-0.0328	-0.54
-0.03276	-0.54
-0.03272	-0.52
-0.03268	-0.52
-0.03264	-0.52
-0.0326	-0.52
-0.03256	-0.5
-0.03252	-0.5
-0.03248	-0.48
-0.03244	-0.48
-0.0324	-0.46
-0.03236	-0.46
-0.03232	-0.44
-0.03228	-0.44
-0.03224	-0.42
-0.0322	-0.42
-0.03216	-0.4
-0.03212	-0.4
-0.03208	-0.4
-0.03204	-0.38
-0.032	-0.36
-0.03196	-0.36
-0.03192	-0.36
-0.03188	-0.34
-0.03184	-0.34
-0.0318	-0.34
-0.03176	-0.32
-0.03172	-0.3
-0.03168	-0.3
-0.03164	-0.28
-0.0316	-0.28
-0.03156	-0.28
-0.03152	-0.26
-0.03148	-0.26
-0.03144	-0.26
-0.0314	-0.24
-0.03136	-0.22
-0.03132	-0.22
-0.03128	-0.2
-0.03124	-0.2
-0.0312	-0.18
-0.03116	-0.16
-0.03112	-0.16
-0.03108	-0.16
-0.03104	-0.14
-0.031	-0.14
-0.03096	-0.12
-0.03092	-0.12
-0.03088	-0.12
-0.03084	-0.1
-0.0308	-0.08
-0.03076	-0.08
-0.03072	-0.08
-0.03068	-0.06
-0.03064	-0.06
-0.0306	-0.06
-0.03056	-0.04
-0.03052	-0.02
-0.03048	-0.02
-0.03044	0
-0.0304	0
-0.03036	0.02
-0.03032	0.02
-0.03028	0.04
-0.03024	0.04
-0.0302	0.06
-0.03016	0.04
-0.03012	0.06
-0.03008	0.08
-0.03004	0.08
-0.03	0.1
-0.02996	0.1
-0.02992	0.12
-0.02988	0.14
-0.02984	0.14
-0.0298	0.14
-0.02976	0.16
-0.02972	0.16
-0.02968	0.18
-0.02964	0.18
-0.0296	0.18
-0.02956	0.2
-0.02952	0.22
-0.02948	0.22
-0.02944	0.24
-0.0294	0.26
-0.02936	0.24
-0.02932	0.26
-0.02928	0.28
-0.02924	0.28
-0.0292	0.28
-0.02916	0.3
-0.02912	0.3
-0.02908	0.32
-0.02904	0.32
-0.029	0.32
-0.02896	0.34
-0.02892	0.34
-0.02888	0.34
-0.02884	0.36
-0.0288	0.38
-0.02876	0.38
-0.02872	0.38
-0.02868	0.4
-0.02864	0.4
-0.0286	0.42
-0.02856	0.42
-0.02852	0.44
-0.02848	0.44
-0.02844	0.46
-0.0284	0.48
-0.02836	0.48
-0.02832	0.48
-0.02828	0.5
-0.02824	0.5
-0.0282	0.5
-0.02816	0.52
-0.02812	0.52
-0.02808	0.52
-0.02804	0.54
-0.028	0.54
-0.02796	0.56
-0.02792	0.54
-0.02788	0.58
-0.02784	0.58
-0.0278	0.58
-0.02776	0.6
-0.02772	0.6
-0.02768	0.62
-0.02764	0.62
-0.0276	0.62
-0.02756	0.64
-0.02752	0.64
-0.02748	0.66
-0.02744	0.66
-0.0274	0.66
-0.02736	0.68
-0.02732	0.68
-0.02728	0.68
-0.02724	0.68
-0.0272	0.7
-0.02716	0.7
-0.02712	0.7
-0.02708	0.72
-0.02704	0.72
-0.027	0.72
-0.02696	0.74
-0.02692	0.74
-0.02688	0.76
-0.02684	0.76
-0.0268	0.78
-0.02676	0.78
-0.02672	0.78
-0.02668	0.78
-0.02664	0.8
-0.0266	0.8
-0.02656	0.82
-0.02652	0.82
-0.02648	0.84
-0.02644	0.84
-0.0264	0.84
-0.02636	0.84
-0.02632	0.84
-0.02628	0.86
-0.02624	0.84
-0.0262	0.86
-0.02616	0.86
-0.02612	0.88
-0.02608	0.88
-0.02604	0.88
-0.026	0.9
-0.02596	0.88
-0.02592	0.9
-0.02588	0.9
-0.02584	0.9
-0.0258	0.92
-0.02576	0.92
-0.02572	0.92
-0.02568	0.94
-0.02564	0.94
-0.0256	0.94
-0.02556	0.94
-0.02552	0.94
-0.02548	0.96
-0.02544	0.96
-0.0254	0.96
-0.02536	0.96
-0.02532	0.98
-0.02528	0.96
-0.02524	0.98
-0.0252	0.98
-0.02516	0.98
-0.02512	0.98
-0.02508	100.000
-0.02504	100.000
-0.025	100.000
-0.02496	102.000
-0.02492	102.000
-0.02488	102.000
-0.02484	102.000
-0.0248	102.000
-0.02476	102.000
-0.02472	102.000
-0.02468	102.000
-0.02464	102.000
-0.0246	104.000
-0.02456	104.000
-0.02452	104.000
-0.02448	104.000
-0.02444	104.000
-0.0244	104.000
-0.02436	104.000
-0.02432	104.000
-0.02428	104.000
-0.02424	104.000
-0.0242	106.000
-0.02416	106.000
-0.02412	106.000
-0.02408	106.000
-0.02404	106.000
-0.024	106.000
-0.02396	106.000
-0.02392	106.000
-0.02388	106.000
-0.02384	108.000
-0.0238	108.000
-0.02376	106.000
-0.02372	108.000
-0.02368	106.000
-0.02364	108.000
-0.0236	108.000
-0.02356	108.000
-0.02352	106.000
-0.02348	108.000
-0.02344	110.000
-0.0234	108.000
-0.02336	110.000
-0.02332	106.000
-0.02328	108.000
-0.02324	108.000
-0.0232	108.000
-0.02316	108.000
-0.02312	108.000
-0.02308	108.000
